Dataset,Country,Region,Waterbody,Site,Type,Date,Year,Month,Day,Time,Lon,Lat,Oxygen,Temp,Salinity,Area
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,23/11/2009,2009,11,23,1559,-0.61404,54.4792,10.4,8.38,9.33,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,14/12/2009,2009,12,14,1603,-0.61404,54.4792,11.6,6.09,2.04,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,17/02/2010,2010,2,17,1629,-0.61404,54.4792,11.6,3.86,14.61,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,15/03/2010,2010,3,15,1618,-0.61404,54.4792,10.1,5.75,31.47,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,26/04/2010,2010,4,26,1451,-0.61404,54.4792,9.72,8.41,32.91,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,25/05/2010,2010,5,25,604,-0.61404,54.4792,9.17,13.1,23.61,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,16/06/2010,2010,6,16,2006,-0.61404,54.4792,7.94,12.81,33.04,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,21/07/2010,2010,7,21,1403,-0.61404,54.4792,8.7,13.86,29.87,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,19/08/2010,2010,8,19,1241,-0.61404,54.4792,7.64,16.17,15.51,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,13/10/2010,2010,10,13,1701,-0.61404,54.4792,8.26,13.33,23.99,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,24/01/2011,2011,1,24,1645,-0.61404,54.4792,10.4,5.51,29.09,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,15/02/2011,2011,2,15,1252,-0.61404,54.4792,10.3,5.56,26.16,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,17/03/2011,2011,3,17,755,-0.61404,54.4792,11,5.81,15.03,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/4/11,2011,4,9,1727,-0.61404,54.4792,10.1,10.28,27.1,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,4/5/11,2011,5,4,1640,-0.61404,54.4792,9.52,9.71,33.25,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,1/6/11,2011,6,1,1713,-0.61404,54.4792,9.31,11.72,31.93,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,12/7/11,2011,7,12,1725,-0.61404,54.4792,8.83,15.9,7.46,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,6/9/11,2011,9,6,1113,-0.61404,54.4792,7.93,14.58,29.48,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,28/09/2011,2011,9,28,1625,-0.61404,54.4792,7.6,14.16,33.63,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,30/11/2011,2011,11,30,1023,-0.61404,54.4792,9.81,8.14,19.68,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,11/1/12,2012,1,11,1604,-0.61404,54.4792,9.58,7.14,32.75,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/2/12,2012,2,9,1639,-0.61404,54.4792,10.4,4.41,30.75,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,7/3/12,2012,3,7,1150,-0.61404,54.4792,10.8,6.02,15.31,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,18/05/2012,2012,5,18,1312,-0.61404,54.4792,10.5,10.22,8.89,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,11/6/12,2012,6,11,1133,-0.61404,54.4792,10.4,11.9,1.45,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,12/8/12,2012,8,12,1927,-0.61404,54.4792,9.3,16.66,20.69,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,6/9/12,2012,9,6,1810,-0.61404,54.4792,8.14,14,28.99,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,7/10/12,2012,10,7,1826,-0.61404,54.4792,10.4,10.19,10.14,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,2/11/12,2012,11,2,1707,-0.61404,54.4792,11.7,6.52,1.34,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/1/13,2013,1,8,1641,-0.61404,54.4792,11,7.34,8.84,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,14/03/2013,2013,3,14,1518,-0.61404,54.4792,11.2,4,24.45,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,14/04/2013,2013,4,14,1415,-0.61404,54.4792,10.6,7.62,25.68,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/5/13,2013,5,8,1549,-0.61404,54.4792,9.98,10.86,28.32,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/6/13,2013,6,9,1733,-0.61404,54.4792,9.25,12.41,24.3,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,4/7/13,2013,7,4,1418,-0.61404,54.4792,9.05,16.05,20.6,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,14/08/2013,2013,8,14,1910,-0.61404,54.4792,8.36,15.54,30.94,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/9/13,2013,9,8,1625,-0.61404,54.4792,8.22,13.93,31.96,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/10/13,2013,10,8,1813,-0.61404,54.4792,8.02,13.41,32.93,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,12/12/13,2013,12,12,1121,-0.61404,54.4792,10.4,6.49,21.69,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,5/4/14,2014,4,5,1725,-0.61404,54.4792,10.6,8.39,14.16,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/5/14,2014,5,8,903,-0.61404,54.4792,9.34,10.3,29.15,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/6/14,2014,6,9,1651,-0.61404,54.4792,9.13,13.93,7.49,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,7/7/14,2014,7,7,1749,-0.61404,54.4792,8.63,15.42,11.58,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,31/07/2014,2014,7,31,1131,-0.61404,54.4792,7.62,17.41,29.28,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,10/9/14,2014,9,10,1230,-0.61404,54.4792,7.25,14.4,31.36,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,10/10/14,2014,10,10,1143,-0.61404,54.4792,8.32,11.87,23.42,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,7/12/14,2014,12,7,1418,-0.61404,54.4792,8.85,8.73,31.91,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/1/15,2015,1,9,1641,-0.61404,54.4792,9.51,6.97,33.02,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,10/2/15,2015,2,10,1700,-0.61404,54.4792,13.1,3.14,3.89,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,6/3/15,2015,3,6,1414,-0.61404,54.4792,9.65,5.6,28.24,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,12/4/15,2015,4,12,1124,-0.61404,54.4792,9,8.05,31.9,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,14/05/2015,2015,5,14,924,-0.61404,54.4792,8.85,9.86,32.28,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,6/6/15,2015,6,6,1729,-0.61404,54.4792,9.18,11.94,31.03,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,4/7/15,2015,7,4,1807,-0.61404,54.4792,8.03,12.63,33.29,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,31/07/2015,2015,7,31,1735,-0.61404,54.4792,8.13,14.17,28.44,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/9/15,2015,9,9,1408,-0.61404,54.4792,7.14,13.58,31.25,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,1/10/15,2015,10,1,1056,-0.61404,54.4792,7.34,12.96,30.95,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,6/11/15,2015,11,6,1048,-0.61404,54.4792,7.98,11.66,29.26,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/12/15,2015,12,9,1537,-0.61404,54.4792,10.2,7.46,8.14,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,19/02/2016,2016,2,19,1401,-0.614042148,54.47920009,13,3.68,1.11,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,2/3/16,2016,3,2,917,-0.614042148,54.47920009,9.59,6.25,31.62,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,5/4/16,2016,4,5,1543,-0.614042148,54.47920009,11.1,7.4,3.02,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/5/16,2016,5,8,1615,-0.614042148,54.47920009,10.1,9.4,32.46,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,11/7/16,2016,7,11,904,-0.614042148,54.47920009,8.3,13.6,33.34,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,5/8/16,2016,8,5,1701,-0.614042148,54.47920009,8.5,15,32.67,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/9/16,2016,9,9,1934,-0.614042148,54.47920009,7.18,14.6,32.86,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,11/11/16,2016,11,11,1640,-0.614042148,54.47920009,11,6.7,8.85,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/1/17,2017,1,9,1938,-0.614042148,54.47920009,9.48,6.5,26.38,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,16/02/2017,2017,2,16,807,-0.614042148,54.47920009,9.77,6.5,32.66,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,7/3/17,2017,3,7,1005,-0.614042148,54.47920009,10.6,6.6,21.22,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,22/05/2018,2018,5,22,953,-0.614042148,54.47920009,11,11.3,25.43,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/6/18,2018,6,8,1503,-0.614042148,54.47920009,8.02,13.2,22.62,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,5/7/18,2018,7,5,1655,-0.614042148,54.47920009,11.6,16,27.77,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,1/8/18,2018,8,1,813,-0.614042148,54.47920009,8.26,12.7,32.78,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,8/9/18,2018,9,8,854,-0.614042148,54.47920009,7.71,13.6,32.88,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,9/10/18,2018,10,9,1739,-0.614042148,54.47920009,8.29,12.4,33.91,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,10/11/18,2018,11,10,1524,-0.614042148,54.47920009,8.75,10,28.33,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,1/12/18,2018,12,1,806,-0.614042148,54.47920009,8.54,8.9,31.44,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,11/6/07,2007,6,11,1530,-0.6122,54.48974,7.64,14.32,33.13,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,27/05/2010,2010,5,27,1405,-0.6122,54.48974,9.23,9.95,32.11,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,16/09/2010,2010,9,16,1230,-0.6122,54.48974,8.34,13.89,27.54,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,11/5/11,2011,5,11,1130,-0.6122,54.48974,8.98,10.5,32.21,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,26/09/2011,2011,9,26,1430,-0.6122,54.48974,8.34,13.7,34.84,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,2/5/12,2012,5,2,1240,-0.6122,54.48974,9.05,9.2,24.21,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,23/09/2012,2012,9,23,1230,-0.6122,54.48974,7.72,11.3,29.81,0.282977
England,England,Humber,ESK (E),WHITBY HARBOUR (SEINE NET SITE),Transitional,7/5/13,2013,5,7,1400,-0.6122,54.48974,9.15,10,33.56,0.282977
England,England,Humber,ESK (E),RIVER ESK AT WHITBY BRIDGE,Transitional,5/7/18,2018,7,5,1705,-0.6137687,54.48728595,9.26,15.2,29.99,0.282977
England,England,Humber,ESK (E),RIVER ESK AT WHITBY BRIDGE,Transitional,1/8/18,2018,8,1,759,-0.6137687,54.48728595,8.38,12,34.11,0.282977
England,England,Humber,ESK (E),RIVER ESK AT WHITBY BRIDGE,Transitional,8/9/18,2018,9,8,840,-0.6137687,54.48728595,7.87,13.4,30.33,0.282977
England,England,Humber,ESK (E),RIVER ESK AT WHITBY BRIDGE,Transitional,9/10/18,2018,10,9,1723,-0.6137687,54.48728595,8.39,12.5,34.13,0.282977
England,England,Humber,ESK (E),RIVER ESK AT WHITBY BRIDGE,Transitional,10/11/18,2018,11,10,1510,-0.6137687,54.48728595,8.71,10.3,31.38,0.282977
England,England,Humber,ESK (E),RIVER ESK AT WHITBY BRIDGE,Transitional,1/12/18,2018,12,1,818,-0.6137687,54.48728595,8.95,8.9,31.6,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,16/01/2007,2007,1,16,834,-0.61404,54.4792,11.33,5.97,4,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,27/03/2007,2007,3,27,1816,-0.61404,54.4792,11.13,7.48,12.34,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,13/04/2007,2007,4,13,1209,-0.61404,54.4792,8.83,9.59,25.68,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,24/05/2007,2007,5,24,1023,-0.61404,54.4792,8.8,11.5,32.92,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,5/6/07,2007,6,5,1843,-0.61404,54.4792,9.2,12.1,30.28,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,18/07/2007,2007,7,18,1318,-0.61404,54.4792,8.33,14.7,13.88,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,31/07/2007,2007,7,31,1725,-0.61404,54.4792,7.79,14.9,31.21,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,11/9/07,2007,9,11,1844,-0.61404,54.4792,9.08,15.69,28.99,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,6/11/07,2007,11,6,1402,-0.61404,54.4792,8.36,10.9,30.03,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,15/11/2007,2007,11,15,1935,-0.61404,54.4792,8.44,9.4,30.97,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,7/1/08,2008,1,7,1510,-0.61404,54.4792,12,5.17,8.77,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,30/01/2008,2008,1,30,834,-0.61404,54.4792,9.74,6.81,29.88,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,19/02/2008,2008,2,19,821,-0.61404,54.4792,9.7,6.23,28.75,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,4/4/08,2008,4,4,1647,-0.61404,54.4792,11,8.86,16.56,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,3/6/08,2008,6,3,1702,-0.61404,54.4792,8.66,11.84,33.44,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,30/06/2008,2008,6,30,1203,-0.61404,54.4792,9.54,13.19,32.6,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,24/07/2008,2008,7,24,623,-0.61404,54.4792,7.54,14.36,32.01,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,31/08/2008,2008,8,31,1625,-0.61404,54.4792,6.98,14.47,32.27,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,30/09/2008,2008,9,30,1743,-0.61404,54.4792,7.67,13.09,30.22,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,3/12/08,2008,12,3,1617,-0.61404,54.4792,12.5,3.61,6.59,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,13/01/2009,2009,1,13,1729,-0.61404,54.4792,9.82,5.91,29.65,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,24/02/2009,2009,2,24,1510,-0.61404,54.4792,10.1,6.23,26.73,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,31/03/2009,2009,3,31,1736,-0.61404,54.4792,10.1,7.22,31.97,0.282977
England,England,Humber,ESK (E),RIVER ESK D/S A171 ROAD BRIDGE WFD TRAC,Transitional,28/04/2009,2009,4,28,751,-0.61404,54.4792,8.95,8.2,32.89,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,8/11/14,2014,11,8,1506,-0.61184,54.48502,9.62,9.96,17.5,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,7/12/14,2014,12,7,1410,-0.61184,54.48502,9.55,8.09,27.27,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,9/1/15,2015,1,9,1632,-0.61184,54.48502,9.87,6.9,30.66,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,10/2/15,2015,2,10,1651,-0.61184,54.48502,12,3.85,13.5,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,6/3/15,2015,3,6,1407,-0.61184,54.48502,9.99,5.74,27.21,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,12/4/15,2015,4,12,1109,-0.61184,54.48502,9.29,7.56,31.34,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,14/05/2015,2015,5,14,916,-0.61184,54.48502,9.07,10.07,27.04,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,6/6/15,2015,6,6,1716,-0.61184,54.48502,9.53,12.63,29.19,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,4/7/15,2015,7,4,1759,-0.61184,54.48502,8.04,13.16,32.62,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,31/07/2015,2015,7,31,1725,-0.61184,54.48502,8.15,13.48,32.25,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,9/9/15,2015,9,9,1421,-0.61184,54.48502,7.48,13.58,32.57,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,1/10/15,2015,10,1,1052,-0.61184,54.48502,7.08,12.89,30.24,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,6/11/15,2015,11,6,1036,-0.61184,54.48502,7.85,11.8,32.19,0.282977
England,England,Humber,ESK (E),R.ESK UPPER HARBOUR NR ENDEAVOUR WHARFE,Transitional,9/12/15,2015,12,9,1543,-0.61184,54.48502,9.94,7.85,15.29,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,16/01/2007,2007,1,16,912,-0.6124,54.49131,9.53,7.09,24.76,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,20/02/2007,2007,2,20,1342,-0.6124,54.49131,10.49,6.93,19.02,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,27/03/2007,2007,3,27,1842,-0.6124,54.49131,10.18,7.64,20.53,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,13/04/2007,2007,4,13,1154,-0.6124,54.49131,9.19,9.02,26.89,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,24/05/2007,2007,5,24,1044,-0.6124,54.49131,9.02,10.9,32.79,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,5/6/07,2007,6,5,1821,-0.6124,54.49131,8.43,11.2,34.15,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,18/07/2007,2007,7,18,1255,-0.6124,54.49131,7.65,14.3,21.79,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,31/07/2007,2007,7,31,1705,-0.6124,54.49131,7.89,14.5,33.76,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,11/9/07,2007,9,11,1902,-0.6124,54.49131,7.87,15.23,33.32,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,6/11/07,2007,11,6,1422,-0.6124,54.49131,8.72,11.3,33.37,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,15/11/2007,2007,11,15,1950,-0.6124,54.49131,9.29,9.38,29.27,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,7/1/08,2008,1,7,1540,-0.6124,54.49131,11.6,5.71,15.32,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,30/01/2008,2008,1,30,808,-0.6124,54.49131,10.1,6.44,26.84,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,19/02/2008,2008,2,19,842,-0.6124,54.49131,9.85,6.28,29.51,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,4/4/08,2008,4,4,1729,-0.6124,54.49131,10.1,7.91,29.74,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,28/04/2008,2008,4,28,1025,-0.6124,54.49131,10.2,10.22,9.03,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,3/6/08,2008,6,3,1628,-0.6124,54.49131,8.7,12.26,27.81,0.282977
England,England,Humber,ESK (E),RIVER ESK AT LOWER HARBOUR WFD TRAC WTRS,Transitional,30/06/2008,2008,6,30,1106,-0.6124,54.49131,8.98,13.76,28,0.282977
